iter	AUC	Logloss
883	0.8592015078	0.3460172258
884	0.8592667659	0.3459796132
885	0.8593594836	0.3459143573
886	0.8594578918	0.3458454443
887	0.8594732593	0.3458040878
888	0.859594942	0.3457427146
889	0.8597342585	0.3456774728
890	0.8597859191	0.345632831
891	0.8598670078	0.3455647229
892	0.8599031521	0.3454915285
893	0.8599866394	0.3454525313
894	0.8600888191	0.345377224
895	0.8602343719	0.3452934499
896	0.8603525643	0.3452157512
897	0.8604329087	0.345170728
898	0.8604907394	0.3451029872
899	0.8607062978	0.3449724497
900	0.8608120507	0.3448926302
901	0.8609560485	0.3448224012
902	0.8610520416	0.3447430442
903	0.8611586049	0.3446697025
904	0.8612195952	0.3446169769
905	0.8613120814	0.3445461984
906	0.861416577	0.3444766356
907	0.8616578913	0.3443416888
908	0.861745084	0.3442413543
909	0.8619159626	0.3441390029
910	0.8620248583	0.3440703863
911	0.8620967167	0.3440156418
912	0.8621497171	0.343973918
913	0.8622320796	0.3438926017
914	0.8623065516	0.3438434474
915	0.8623578979	0.3438029486
916	0.8625260304	0.3436878928
917	0.8626330239	0.3436177151
918	0.8626770586	0.3435820084
919	0.8627071981	0.3435404385
920	0.8627703388	0.3434708376
921	0.8628669439	0.3434065848
922	0.8629785526	0.343339468
923	0.863021661	0.3433079916
924	0.863210074	0.3431903038
925	0.8634002074	0.3430894702
926	0.8635298138	0.3430009982
927	0.863562997	0.3429681715
928	0.8636414556	0.3428973681
929	0.8636668309	0.3428627418
930	0.8637451075	0.3427977511
931	0.8637936086	0.3427595896
932	0.8638724642	0.3426920292
933	0.8640304235	0.342576933
934	0.8641215532	0.3425076242
935	0.8641881842	0.3424470026
936	0.8642443773	0.3424107444
937	0.86435324	0.3423517747
938	0.8644650141	0.342283484
939	0.8645474097	0.3422192874
940	0.8646409214	0.3421442619
941	0.8647567814	0.3420682519
942	0.864890242	0.3419794878
943	0.865051245	0.3418848597
944	0.8651591152	0.3418225611
945	0.8652568617	0.3417629833
946	0.8653423341	0.3416991839
947	0.8654476072	0.3416409406
948	0.865544295	0.341576931
949	0.8656437784	0.3415229487
950	0.8657246025	0.3414576294
951	0.8658240528	0.3414031279
952	0.8659371999	0.341334794
953	0.8660115065	0.3412845961
954	0.8660647385	0.3412199424
955	0.8661112711	0.3411698907
956	0.8661478619	0.3411179952
957	0.8662310184	0.341067943
958	0.8663090304	0.3410147889
959	0.8663354313	0.3409852986
960	0.8664410849	0.3409193046
961	0.866522521	0.3408647725
962	0.8666283731	0.3407908786
963	0.8666767915	0.3407512123
964	0.8667652745	0.3406835574
965	0.8668921018	0.3405919419
966	0.8670657759	0.3405014449
967	0.8671585929	0.3404419889
968	0.8672186403	0.3403778413
969	0.8673624562	0.340262131
970	0.8674671172	0.3401928494
971	0.8675423666	0.340141124
972	0.8676673247	0.3400640469
973	0.8677446253	0.34000878
974	0.8678684585	0.3399286907
975	0.8678860923	0.3398721968
976	0.867919871	0.3398270807
977	0.8679455606	0.3398026796
978	0.8680349204	0.3397529897
979	0.8680622146	0.3397237382
980	0.8682342677	0.3396318241
981	0.8683418401	0.339549714
982	0.8684839191	0.3394611388
983	0.8685315103	0.3394259941
984	0.8686676177	0.3393416441
985	0.8687989278	0.3392658715
986	0.8688892635	0.3392060894
987	0.8689879199	0.3391181253
988	0.8690686778	0.3390643511
989	0.8691092718	0.3390272728
990	0.8691855137	0.3389868678
991	0.8692177871	0.3389455099
992	0.8692948396	0.3388641354
993	0.8693900883	0.338797834
994	0.8694384901	0.338752227
995	0.8694955102	0.3386657562
996	0.8696002209	0.3385907731
997	0.8696673979	0.3385182037
998	0.8697550207	0.3384585031
999	0.869862924	0.3383611639
